transaction_id,customer_id,persona,timestamp,amount,merchant,beneficiary,is_fraud
T0002538,C0075,low_evening_shopper,2026-01-21 19:11:00.000000000,707.46,Swiggy,self_upi,0
T0006281,C0179,mid_weekend,2026-01-21 19:14:00.000000000,3211.08,Myntra,self_upi,0
T0003081,C0090,low_evening_shopper,2026-01-21 19:18:00.000000000,766.79,BigBazaar,friend_a,0
T0002147,C0063,low_evening_shopper,2026-01-21 19:42:00.000000000,635.59,BigBazaar,self_upi,0
T0005821,C0168,low_evening_shopper,2026-01-21 19:44:00.000000000,559.92,Swiggy,self_upi,0
T0000987,C0027,low_evening_shopper,2026-01-21 19:44:00.000000000,690.56,Amazon,self_upi,0
T0004969,C0146,mid_weekend,2026-01-21 19:45:00.000000000,3505.73,Myntra,self_upi,0
T0000851,C0023,mid_weekend,2026-01-21 19:45:00.000000000,2414.51,NewShop_2,family_upi,0
T0004919,C0144,low_evening_shopper,2026-01-21 19:55:00.000000000,882.01,Swiggy,self_upi,0
T0004056,C0117,low_evening_shopper,2026-01-21 19:57:00.000000000,875.98,BigBazaar,self_upi,0
T0002636,C0078,low_evening_shopper,2026-01-21 19:59:00.000000000,667.11,BigBazaar,self_upi,0
T0002253,C0066,low_evening_shopper,2026-01-21 20:03:00.000000000,351.48,LocalKirana,friend_a,0
T0002219,C0065,mid_weekend,2026-01-21 20:06:00.000000000,2198.34,Myntra,self_upi,0
T0004812,C0141,low_evening_shopper,2026-01-21 20:10:00.000000000,593.35,Swiggy,self_upi,0
T0003159,C0093,low_evening_shopper,2026-01-21 20:20:00.000000000,435.8,LocalKirana,self_upi,0
T0000773,C0021,low_evening_shopper,2026-01-21 20:21:00.000000000,595.18,Swiggy,self_upi,0
T0002370,C0069,low_evening_shopper,2026-01-21 20:24:00.000000000,772.1,LocalKirana,self_upi,0
T0003082,C0090,low_evening_shopper,2026-01-21 20:28:00.000000000,483.66,Amazon,friend_a,0
T0005493,C0159,low_evening_shopper,2026-01-21 20:34:00.000000000,2371.91,Swiggy,self_upi,0
T0000430,C0012,low_evening_shopper,2026-01-21 20:34:00.000000000,2304.32,BigBazaar,self_upi,0
T0000213,C0006,low_evening_shopper,2026-01-21 20:43:00.000000000,944.46,BigBazaar,self_upi,0
T0001674,C0048,low_evening_shopper,2026-01-21 20:58:00.000000000,977.94,Amazon,friend_a,0
T0005693,C0165,low_evening_shopper,2026-01-21 21:07:00.000000000,405.61,LocalKirana,self_upi,0
T0006177,C0177,low_evening_shopper,2026-01-21 21:21:00.000000000,804.96,LocalKirana,friend_a,0
T0001946,C0057,low_evening_shopper,2026-01-21 21:28:00.000000000,534.01,BigBazaar,friend_a,0
T0002475,C0072,low_evening_shopper,2026-01-21 21:40:00.000000000,773.66,LocalKirana,self_upi,0
T0004611,C0135,low_evening_shopper,2026-01-21 21:52:00.000000000,760.85,Swiggy,friend_a,0
T0004402,C0129,low_evening_shopper,2026-01-21 21:54:00.000000000,456.03,Swiggy,self_upi,0
T0003593,C0105,low_evening_shopper,2026-01-21 21:58:00.000000000,483.48,BigBazaar,friend_a,0
T0004512,C0132,low_evening_shopper,2026-01-21 22:09:00.000000000,847.32,Swiggy,self_upi,0
T0001291,C0036,low_evening_shopper,2026-01-21 22:18:00.000000000,912.89,Swiggy,self_upi,0
T0000252,C0007,high_business,2026-01-21 22:52:00.000000000,56730.49,TajHotels,payroll,0
T0004717,C0138,low_evening_shopper,2026-01-21 23:58:00.000000000,767.19,Swiggy,self_upi,0
T0006451,C0073,high_business,2026-01-22 02:30:00.316285667,128008.17,UnknownStore_29,new_wallet_6119,1
T0004566,C0133,high_business,2026-01-22 07:33:00.000000000,10287.98,OfficeSupplies,vendor_x,0
T0004367,C0127,high_business,2026-01-22 08:08:00.000000000,9285.64,Indigo,self_neft,0
T0006236,C0178,high_business,2026-01-22 08:12:00.000000000,12463.33,OfficeSupplies,vendor_x,0
T0005958,C0172,high_business,2026-01-22 08:28:00.000000000,12464.18,AWS,vendor_x,0
T0000035,C0001,high_business,2026-01-22 08:32:00.000000000,36994.95,OfficeSupplies,vendor_x,0
T0005546,C0160,high_business,2026-01-22 08:32:00.000000000,13349.03,AWS,payroll,0
T0003016,C0088,high_business,2026-01-22 08:46:00.000000000,12319.0,Indigo,self_neft,0
T0004657,C0136,high_business,2026-01-22 08:58:00.000000000,10672.24,TajHotels,self_neft,0
T0002926,C0085,high_business,2026-01-22 08:59:00.000000000,11681.68,TajHotels,vendor_x,0
T0001037,C0028,high_business,2026-01-22 09:00:00.000000000,15141.05,NewShop_23,vendor_x,0
T0004366,C0127,high_business,2026-01-22 09:00:00.000000000,13065.37,Indigo,payroll,0
T0001205,C0034,high_business,2026-01-22 09:03:00.000000000,12994.39,OfficeSupplies,self_neft,0
T0001207,C0034,high_business,2026-01-22 09:12:00.000000000,11554.83,OfficeSupplies,self_neft,0
T0005548,C0160,high_business,2026-01-22 09:17:00.000000000,15480.67,Indigo,payroll,0
T0002194,C0064,high_business,2026-01-22 09:19:00.000000000,11930.13,Indigo,vendor_x,0
T0003017,C0088,high_business,2026-01-22 09:20:00.000000000,14139.68,NewShop_1,vendor_x,0
T0002193,C0064,high_business,2026-01-22 09:22:00.000000000,10284.01,Indigo,self_neft,0
T0000341,C0010,high_business,2026-01-22 09:31:00.000000000,14420.0,TajHotels,self_neft,0
T0000448,C0013,high_business,2026-01-22 09:47:00.000000000,10010.8,TajHotels,payroll,0
T0005741,C0166,high_business,2026-01-22 09:48:00.000000000,39118.91,OfficeSupplies,self_neft,0
T0006235,C0178,high_business,2026-01-22 09:58:00.000000000,14457.26,AWS,payroll,0
T0006127,C0175,high_business,2026-01-22 10:02:00.000000000,13110.75,AWS,vendor_x,0
T0003669,C0107,mid_weekend,2026-01-22 10:13:00.000000000,2666.73,BookMyShow,family_upi,0
T0004841,C0142,high_business,2026-01-22 10:18:00.000000000,10639.84,OfficeSupplies,self_neft,0
T0005628,C0163,high_business,2026-01-22 10:18:00.000000000,13158.96,AWS,vendor_x,0
T0006004,C0173,mid_weekend,2026-01-22 10:19:00.000000000,6943.51,BookMyShow,family_upi,0
T0003345,C0098,mid_weekend,2026-01-22 10:19:00.000000000,3645.48,Myntra,family_upi,0
T0005549,C0160,high_business,2026-01-22 10:20:00.000000000,17258.11,TajHotels,payroll,0
T0004658,C0136,high_business,2026-01-22 10:27:00.000000000,14525.81,OfficeSupplies,payroll,0
T0004567,C0133,high_business,2026-01-22 10:27:00.000000000,8786.48,Indigo,payroll,0
T0005879,C0169,high_business,2026-01-22 10:43:00.000000000,9400.39,TajHotels,self_neft,0
T0000447,C0013,high_business,2026-01-22 10:47:00.000000000,11816.3,AWS,vendor_x,0
T0002196,C0064,high_business,2026-01-22 10:47:00.000000000,14249.73,NewShop_31,payroll,0
T0001206,C0034,high_business,2026-01-22 10:50:00.000000000,13487.9,OfficeSupplies,payroll,0
T0002924,C0085,high_business,2026-01-22 10:50:00.000000000,11166.39,TajHotels,self_neft,0
T0002781,C0082,high_business,2026-01-22 10:53:00.000000000,14213.1,AWS,vendor_x,0
T0000814,C0022,high_business,2026-01-22 10:56:00.000000000,10306.23,Indigo,payroll,0
T0004364,C0127,high_business,2026-01-22 10:58:00.000000000,9828.64,AWS,vendor_x,0
T0002681,C0079,high_business,2026-01-22 10:58:00.000000000,7614.82,AWS,vendor_x,0
T0003018,C0088,high_business,2026-01-22 11:00:00.000000000,13589.75,AWS,self_neft,0
T0004265,C0124,high_business,2026-01-22 11:04:00.000000000,12388.86,Indigo,payroll,0
T0001812,C0052,high_business,2026-01-22 11:05:00.000000000,12719.34,AWS,vendor_x,0
T0005880,C0169,high_business,2026-01-22 11:08:00.000000000,13505.61,NewShop_5,vendor_x,0
T0000036,C0001,high_business,2026-01-22 11:10:00.000000000,30320.9,TajHotels,self_neft,0
T0002922,C0085,high_business,2026-01-22 11:14:00.000000000,15065.06,NewShop_1,payroll,0
T0006125,C0175,high_business,2026-01-22 11:17:00.000000000,14463.81,OfficeSupplies,self_neft,0
T0002925,C0085,high_business,2026-01-22 11:18:00.000000000,9368.95,OfficeSupplies,self_neft,0
T0005547,C0160,high_business,2026-01-22 11:19:00.000000000,14274.63,NewShop_21,payroll,0
T0005277,C0154,high_business,2026-01-22 11:19:00.000000000,14021.05,TajHotels,self_neft,0
T0003900,C0113,mid_weekend,2026-01-22 11:21:00.000000000,3064.64,Myntra,family_upi,0
T0000945,C0026,mid_weekend,2026-01-22 11:23:00.000000000,2752.61,NewShop_18,family_upi,0
T0005544,C0160,high_business,2026-01-22 11:24:00.000000000,17979.59,TajHotels,vendor_x,0
T0004656,C0136,high_business,2026-01-22 11:27:00.000000000,13537.97,OfficeSupplies,payroll,0
T0005677,C0164,mid_weekend,2026-01-22 11:30:00.000000000,3222.85,BookMyShow,self_upi,0
T0000143,C0004,high_business,2026-01-22 11:36:00.000000000,11426.77,OfficeSupplies,payroll,0
T0006126,C0175,high_business,2026-01-22 11:40:00.000000000,9323.79,Indigo,vendor_x,0
T0004840,C0142,high_business,2026-01-22 11:41:00.000000000,8298.61,AWS,payroll,0
T0005407,C0157,high_business,2026-01-22 11:57:00.000000000,12238.19,AWS,vendor_x,0
T0002780,C0082,high_business,2026-01-22 12:15:00.000000000,11573.69,OfficeSupplies,self_neft,0
T0000037,C0001,high_business,2026-01-22 12:16:00.000000000,35628.7,OfficeSupplies,vendor_x,0
T0000609,C0016,high_business,2026-01-22 12:17:00.000000000,13892.8,AWS,payroll,0
T0002509,C0073,high_business,2026-01-22 12:20:00.000000000,15682.97,AWS,vendor_x,0
T0002715,C0080,mid_weekend,2026-01-22 12:24:00.000000000,1190.06,BookMyShow,family_upi,0
T0001624,C0046,high_business,2026-01-22 12:25:00.000000000,12142.48,OfficeSupplies,vendor_x,0
T0002004,C0059,mid_weekend,2026-01-22 12:33:00.000000000,3008.71,IRCTC,self_upi,0
T0002302,C0067,high_business,2026-01-22 12:33:00.000000000,15397.94,OfficeSupplies,payroll,0
T0005742,C0166,high_business,2026-01-22 12:35:00.000000000,11274.75,Indigo,vendor_x,0
T0002923,C0085,high_business,2026-01-22 12:36:00.000000000,34406.34,TajHotels,vendor_x,0
T0004368,C0127,high_business,2026-01-22 12:39:00.000000000,36863.86,NewShop_36,payroll,0
T0003130,C0092,mid_weekend,2026-01-22 12:43:00.000000000,2104.74,NewShop_2,family_upi,0
T0005589,C0162,low_evening_shopper,2026-01-22 12:44:00.000000000,809.81,Amazon,friend_a,0
T0000253,C0007,high_business,2026-01-22 12:45:00.000000000,10048.92,OfficeSupplies,payroll,0
T0001508,C0044,mid_weekend,2026-01-22 12:56:00.000000000,1813.08,Zomato,self_upi,0
T0004365,C0127,high_business,2026-01-22 13:02:00.000000000,14616.43,Indigo,self_neft,0
T0005300,C0155,mid_weekend,2026-01-22 13:11:00.000000000,2676.62,BookMyShow,self_upi,0
T0000142,C0004,high_business,2026-01-22 13:15:00.000000000,10389.08,AWS,vendor_x,0
T0005630,C0163,high_business,2026-01-22 13:17:00.000000000,12591.34,AWS,vendor_x,0
T0003558,C0104,mid_weekend,2026-01-22 13:18:00.000000000,3096.34,BookMyShow,family_upi,0
T0003233,C0095,mid_weekend,2026-01-22 13:35:00.000000000,2676.07,Myntra,self_upi,0
T0001990,C0058,high_business,2026-01-22 13:40:00.000000000,13757.9,Indigo,payroll,0
T0005545,C0160,high_business,2026-01-22 13:44:00.000000000,11580.51,Indigo,self_neft,0
T0001208,C0034,high_business,2026-01-22 13:46:00.000000000,12922.32,TajHotels,payroll,0
T0006003,C0173,mid_weekend,2026-01-22 13:47:00.000000000,2350.5,Zomato,family_upi,0
T0002412,C0070,high_business,2026-01-22 13:50:00.000000000,12316.45,Indigo,vendor_x,0
T0005629,C0163,high_business,2026-01-22 13:54:00.000000000,10696.54,TajHotels,vendor_x,0
T0002680,C0079,high_business,2026-01-22 13:57:00.000000000,44767.02,TajHotels,payroll,0
T0001131,C0031,high_business,2026-01-22 14:00:00.000000000,11118.87,OfficeSupplies,vendor_x,0
T0003346,C0098,mid_weekend,2026-01-22 14:04:00.000000000,2701.14,IRCTC,family_upi,0
T0000505,C0014,mid_weekend,2026-01-22 14:05:00.000000000,2462.32,IRCTC,self_upi,0
T0005878,C0169,high_business,2026-01-22 14:16:00.000000000,58945.89,AWS,vendor_x,0
T0000853,C0023,mid_weekend,2026-01-22 14:24:00.000000000,2618.26,Zomato,self_upi,0
T0003616,C0106,high_business,2026-01-22 14:28:00.000000000,10837.47,TajHotels,vendor_x,0
T0003440,C0100,high_business,2026-01-22 14:28:00.000000000,10900.89,Indigo,vendor_x,0
T0005881,C0169,high_business,2026-01-22 14:35:00.000000000,12443.0,OfficeSupplies,vendor_x,0
T0003472,C0101,mid_weekend,2026-01-22 14:45:00.000000000,2351.97,Zomato,self_upi,0
T0001146,C0032,mid_weekend,2026-01-22 14:46:00.000000000,2521.72,Zomato,self_upi,0
T0002523,C0074,mid_weekend,2026-01-22 14:48:00.000000000,2435.49,Myntra,self_upi,0
T0000034,C0001,high_business,2026-01-22 14:48:00.000000000,9532.86,TajHotels,vendor_x,0
T0004736,C0139,high_business,2026-01-22 14:52:00.000000000,9610.08,OfficeSupplies,self_neft,0
T0004972,C0146,mid_weekend,2026-01-22 14:56:00.000000000,2172.87,Zomato,family_upi,0
T0001145,C0032,mid_weekend,2026-01-22 15:02:00.000000000,2612.87,Myntra,family_upi,0
T0002572,C0076,high_business,2026-01-22 15:12:00.000000000,16303.56,OfficeSupplies,vendor_x,0
T0002682,C0079,high_business,2026-01-22 15:14:00.000000000,14582.03,TajHotels,vendor_x,0
T0002220,C0065,mid_weekend,2026-01-22 15:15:00.000000000,2682.58,Zomato,self_upi,0
T0000033,C0001,high_business,2026-01-22 15:16:00.000000000,9258.04,OfficeSupplies,self_neft,0
T0004199,C0122,mid_weekend,2026-01-22 15:27:00.000000000,2018.11,NewShop_39,self_upi,0
T0001926,C0056,mid_weekend,2026-01-22 15:29:00.000000000,9968.73,Myntra,family_upi,0
T0003035,C0089,mid_weekend,2026-01-22 15:36:00.000000000,2715.16,Myntra,family_upi,0
T0001130,C0031,high_business,2026-01-22 15:46:00.000000000,12240.65,TajHotels,vendor_x,0
T0002195,C0064,high_business,2026-01-22 15:48:00.000000000,9639.36,Indigo,self_neft,0
T0000852,C0023,mid_weekend,2026-01-22 15:58:00.000000000,3391.62,Myntra,family_upi,0
T0002330,C0068,mid_weekend,2026-01-22 16:05:00.000000000,1513.2,BookMyShow,family_upi,0
T0002221,C0065,mid_weekend,2026-01-22 16:09:00.000000000,1971.5,BookMyShow,self_upi,0
T0005007,C0147,low_evening_shopper,2026-01-22 16:11:00.000000000,1532.75,BigBazaar,friend_a,0
T0003034,C0089,mid_weekend,2026-01-22 16:17:00.000000000,2983.07,BookMyShow,self_upi,0
T0002815,C0083,mid_weekend,2026-01-22 16:44:00.000000000,2853.09,IRCTC,self_upi,0
T0004612,C0135,low_evening_shopper,2026-01-22 17:05:00.000000000,633.71,Swiggy,self_upi,0
T0001635,C0047,mid_weekend,2026-01-22 17:08:00.000000000,1727.89,Zomato,self_upi,0
T0003347,C0098,mid_weekend,2026-01-22 17:31:00.000000000,2284.06,BookMyShow,self_upi,0
T0004920,C0144,low_evening_shopper,2026-01-22 17:44:00.000000000,740.57,LocalKirana,self_upi,0
T0005908,C0170,mid_weekend,2026-01-22 17:48:00.000000000,1827.84,Zomato,family_upi,0
T0001414,C0041,mid_weekend,2026-01-22 17:52:00.000000000,2117.64,IRCTC,self_upi,0
T0003382,C0099,low_evening_shopper,2026-01-22 19:14:00.000000000,674.38,Swiggy,self_upi,0
T0001427,C0042,low_evening_shopper,2026-01-22 19:15:00.000000000,513.81,BigBazaar,self_upi,0
T0001250,C0035,mid_weekend,2026-01-22 19:27:00.000000000,8815.25,Myntra,self_upi,0
T0002254,C0066,low_evening_shopper,2026-01-22 19:33:00.000000000,1052.34,BigBazaar,self_upi,0
T0000724,C0020,mid_weekend,2026-01-22 19:34:00.000000000,2723.06,Myntra,family_upi,0
T0004513,C0132,low_evening_shopper,2026-01-22 19:34:00.000000000,408.24,BigBazaar,friend_a,0
T0004318,C0126,low_evening_shopper,2026-01-22 19:35:00.000000000,988.38,NewShop_14,self_upi,0
T0002615,C0077,mid_weekend,2026-01-22 19:42:00.000000000,2262.75,Zomato,self_upi,0
T0002946,C0086,mid_weekend,2026-01-22 19:44:00.000000000,2256.04,Myntra,family_upi,0
T0006141,C0176,mid_weekend,2026-01-22 19:56:00.000000000,8924.35,IRCTC,self_upi,0
T0002046,C0060,low_evening_shopper,2026-01-22 19:56:00.000000000,474.93,Swiggy,friend_a,0
T0003381,C0099,low_evening_shopper,2026-01-22 20:06:00.000000000,889.34,BigBazaar,friend_a,0
T0004403,C0129,low_evening_shopper,2026-01-22 20:07:00.000000000,427.05,Amazon,self_upi,0
T0003944,C0114,low_evening_shopper,2026-01-22 20:09:00.000000000,717.28,Amazon,friend_a,0
T0000431,C0012,low_evening_shopper,2026-01-22 20:16:00.000000000,503.41,LocalKirana,friend_a,0
T0002756,C0081,low_evening_shopper,2026-01-22 20:22:00.000000000,691.17,LocalKirana,friend_a,0
T0001251,C0035,mid_weekend,2026-01-22 20:34:00.000000000,1639.75,Myntra,family_upi,0
T0001086,C0030,low_evening_shopper,2026-01-22 20:38:00.000000000,519.11,Swiggy,self_upi,0
T0004813,C0141,low_evening_shopper,2026-01-22 20:44:00.000000000,614.04,NewShop_7,friend_a,0
T0005822,C0168,low_evening_shopper,2026-01-22 20:50:00.000000000,419.51,Swiggy,self_upi,0
T0003083,C0090,low_evening_shopper,2026-01-22 20:53:00.000000000,641.23,Amazon,friend_a,0
T0004126,C0120,low_evening_shopper,2026-01-22 21:01:00.000000000,777.02,Amazon,self_upi,0
T0002972,C0087,low_evening_shopper,2026-01-22 21:14:00.000000000,545.97,NewShop_36,self_upi,0
T0004228,C0123,low_evening_shopper,2026-01-22 21:28:00.000000000,810.04,LocalKirana,friend_a,0
T0000774,C0021,low_evening_shopper,2026-01-22 21:39:00.000000000,960.3,Amazon,self_upi,0
T0003594,C0105,low_evening_shopper,2026-01-22 21:52:00.000000000,896.25,LocalKirana,friend_a,0
T0001869,C0054,low_evening_shopper,2026-01-22 21:55:00.000000000,663.4,BigBazaar,self_upi,0
T0000002,C0000,low_evening_shopper,2026-01-22 21:58:00.000000000,840.0,LocalKirana,friend_a,0
T0004290,C0125,mid_weekend,2026-01-22 22:20:00.000000000,2752.34,Myntra,self_upi,0
T0002197,C0064,high_business,2026-01-23 00:54:00.000000000,26162.3,Indigo,vendor_x,0
T0001147,C0032,mid_weekend,2026-01-23 01:17:00.000000000,789.81,Zomato,self_upi,0
T0000933,C0025,high_business,2026-01-23 03:14:00.000000000,10936.79,OfficeSupplies,self_neft,0
T0006128,C0175,high_business,2026-01-23 06:03:00.000000000,9228.12,AWS,self_neft,0
T0006238,C0178,high_business,2026-01-23 07:04:00.000000000,14464.19,TajHotels,payroll,0
T0000449,C0013,high_business,2026-01-23 07:26:00.000000000,10764.15,OfficeSupplies,self_neft,0
T0004842,C0142,high_business,2026-01-23 07:42:00.000000000,8493.02,Indigo,vendor_x,0
T0002782,C0082,high_business,2026-01-23 07:45:00.000000000,12676.65,AWS,payroll,0
T0002783,C0082,high_business,2026-01-23 08:01:00.000000000,11368.61,NewShop_4,self_neft,0
T0000816,C0022,high_business,2026-01-23 09:02:00.000000000,12716.48,TajHotels,vendor_x,0
T0002573,C0076,high_business,2026-01-23 09:04:00.000000000,10613.57,OfficeSupplies,payroll,0
T0000932,C0025,high_business,2026-01-23 09:10:00.000000000,13391.4,TajHotels,vendor_x,0
T0005408,C0157,high_business,2026-01-23 09:21:00.000000000,17185.71,Indigo,payroll,0
T0003617,C0106,high_business,2026-01-23 09:23:00.000000000,15829.18,AWS,self_neft,0
T0002371,C0069,low_evening_shopper,2026-01-23 09:23:00.000000000,656.79,Amazon,self_upi,0
T0001415,C0041,mid_weekend,2026-01-23 09:33:00.000000000,2095.15,IRCTC,self_upi,0
T0000038,C0001,high_business,2026-01-23 09:50:00.000000000,10821.19,Indigo,self_neft,0
T0003208,C0094,high_business,2026-01-23 09:55:00.000000000,10104.72,Indigo,vendor_x,0
T0000815,C0022,high_business,2026-01-23 09:57:00.000000000,9050.07,OfficeSupplies,self_neft,0
T0005743,C0166,high_business,2026-01-23 09:58:00.000000000,12731.58,Indigo,self_neft,0
T0001625,C0046,high_business,2026-01-23 10:04:00.000000000,10359.88,AWS,vendor_x,0
T0005410,C0157,high_business,2026-01-23 10:06:00.000000000,25406.88,TajHotels,vendor_x,0
T0001626,C0046,high_business,2026-01-23 10:10:00.000000000,14267.52,AWS,payroll,0
T0006237,C0178,high_business,2026-01-23 10:12:00.000000000,13564.97,AWS,payroll,0
T0006369,C0127,high_business,2026-01-23 10:13:00.028529790,68068.8,TajHotels,vendor_x,1
T0003618,C0106,high_business,2026-01-23 10:27:00.000000000,12015.69,TajHotels,payroll,0
T0006359,C0085,high_business,2026-01-23 10:33:00.347848413,75353.92,TajHotels,payroll,1
T0003995,C0115,high_business,2026-01-23 10:39:00.000000000,10567.82,AWS,vendor_x,0
T0006366,C0142,high_business,2026-01-23 10:39:00.330059466,87684.25,AWS,payroll,1
T0005163,C0151,high_business,2026-01-23 10:52:00.000000000,17410.49,Indigo,vendor_x,0
T0004268,C0124,high_business,2026-01-23 10:56:00.000000000,42423.12,TajHotels,self_neft,0
T0000144,C0004,high_business,2026-01-23 10:59:00.000000000,15588.25,Indigo,vendor_x,0
T0003160,C0093,low_evening_shopper,2026-01-23 11:04:00.000000000,463.76,NewShop_6,friend_a,0
T0003441,C0100,high_business,2026-01-23 11:06:00.000000000,11148.41,AWS,vendor_x,0
T0002086,C0061,high_business,2026-01-23 11:07:00.000000000,11618.74,AWS,self_neft,0
T0003207,C0094,high_business,2026-01-23 11:11:00.000000000,11873.2,TajHotels,self_neft,0
T0004269,C0124,high_business,2026-01-23 11:13:00.000000000,12012.02,OfficeSupplies,self_neft,0
T0006241,C0178,high_business,2026-01-23 11:22:00.000000000,10539.7,OfficeSupplies,payroll,0
T0003131,C0092,mid_weekend,2026-01-23 11:24:00.000000000,2063.72,BookMyShow,self_upi,0
T0002303,C0067,high_business,2026-01-23 11:29:00.000000000,13496.68,Indigo,vendor_x,0
T0000629,C0017,mid_weekend,2026-01-23 11:30:00.000000000,1869.6,Myntra,family_upi,0
T0001209,C0034,high_business,2026-01-23 11:36:00.000000000,12239.52,OfficeSupplies,vendor_x,0
T0001719,C0049,high_business,2026-01-23 11:37:00.000000000,48122.38,AWS,self_neft,0
T0000817,C0022,high_business,2026-01-23 11:41:00.000000000,17208.03,AWS,vendor_x,0
T0004266,C0124,high_business,2026-01-23 11:47:00.000000000,8211.88,TajHotels,vendor_x,0
T0002222,C0065,mid_weekend,2026-01-23 11:56:00.000000000,3471.51,Zomato,self_upi,0
T0001149,C0032,mid_weekend,2026-01-23 12:05:00.000000000,2403.38,Zomato,family_upi,0
T0005678,C0164,mid_weekend,2026-01-23 12:09:00.000000000,3717.68,Zomato,self_upi,0
T0004369,C0127,high_business,2026-01-23 12:10:00.000000000,10314.37,Indigo,payroll,0
T0005301,C0155,mid_weekend,2026-01-23 12:11:00.000000000,3230.27,BookMyShow,self_upi,0
T0005632,C0163,high_business,2026-01-23 12:13:00.000000000,13373.32,OfficeSupplies,vendor_x,0
T0002927,C0085,high_business,2026-01-23 12:13:00.000000000,9455.7,TajHotels,self_neft,0
T0005631,C0163,high_business,2026-01-23 12:14:00.000000000,15106.06,Indigo,payroll,0
T0001047,C0029,mid_weekend,2026-01-23 12:15:00.000000000,2213.22,BookMyShow,family_upi,0
T0004660,C0136,high_business,2026-01-23 12:17:00.000000000,10850.2,AWS,vendor_x,0
T0005448,C0158,mid_weekend,2026-01-23 12:21:00.000000000,2592.95,BookMyShow,self_upi,0
T0005409,C0157,high_business,2026-01-23 12:21:00.000000000,13036.46,AWS,self_neft,0
T0001720,C0049,high_business,2026-01-23 12:25:00.000000000,49632.85,TajHotels,vendor_x,0
T0006239,C0178,high_business,2026-01-23 12:40:00.000000000,14459.65,TajHotels,self_neft,0
T0006423,C0148,high_business,2026-01-23 12:44:00.577944115,65398.16,AWS,self_neft,1
T0001718,C0049,high_business,2026-01-23 12:53:00.000000000,12362.42,TajHotels,vendor_x,0
T0004370,C0127,high_business,2026-01-23 12:56:00.000000000,10900.68,TajHotels,self_neft,0
T0003619,C0106,high_business,2026-01-23 13:01:00.000000000,12057.5,AWS,self_neft,0
T0002947,C0086,mid_weekend,2026-01-23 13:14:00.000000000,2182.85,IRCTC,self_upi,0
T0003234,C0095,mid_weekend,2026-01-23 13:19:00.000000000,8977.72,BookMyShow,self_upi,0
T0004032,C0116,mid_weekend,2026-01-23 13:24:00.000000000,3434.8,IRCTC,self_upi,0
T0001323,C0037,high_business,2026-01-23 13:24:00.000000000,11505.13,Indigo,vendor_x,0
T0005164,C0151,high_business,2026-01-23 13:30:00.000000000,11609.22,Indigo,payroll,0
T0006410,C0065,mid_weekend,2026-01-23 13:48:00.122781309,7775.48,Zomato,quick_payee_576,1
T0003209,C0094,high_business,2026-01-23 13:52:00.000000000,8488.71,Indigo,self_neft,0
T0005302,C0155,mid_weekend,2026-01-23 14:12:00.000000000,3202.31,Zomato,self_upi,0
T0005882,C0169,high_business,2026-01-23 14:18:00.000000000,11733.99,AWS,vendor_x,0
T0003994,C0115,high_business,2026-01-23 14:25:00.000000000,11575.19,TajHotels,payroll,0
T0002198,C0064,high_business,2026-01-23 14:31:00.000000000,13281.4,TajHotels,self_neft,0
T0006425,C0170,mid_weekend,2026-01-23 14:31:00.635341876,8715.28,P2P_3,new_wallet_9437,1
T0002118,C0062,mid_weekend,2026-01-23 14:32:00.000000000,2884.47,Zomato,family_upi,0
T0006240,C0178,high_business,2026-01-23 14:33:00.000000000,13765.17,AWS,self_neft,0
T0004267,C0124,high_business,2026-01-23 14:39:00.000000000,11819.51,NewShop_37,self_neft,0
T0005278,C0154,high_business,2026-01-23 14:47:00.000000000,11680.16,TajHotels,payroll,0
T0004659,C0136,high_business,2026-01-23 14:52:00.000000000,13136.61,TajHotels,self_neft,0
T0000342,C0010,high_business,2026-01-23 14:55:00.000000000,13560.46,TajHotels,vendor_x,0
T0002510,C0073,high_business,2026-01-23 15:06:00.000000000,14084.3,TajHotels,vendor_x,0
T0006051,C0174,low_evening_shopper,2026-01-23 15:06:00.000000000,748.86,Amazon,friend_a,0
T0000934,C0025,high_business,2026-01-23 15:19:00.000000000,13305.82,OfficeSupplies,vendor_x,0
T0004671,C0137,mid_weekend,2026-01-23 15:21:00.000000000,6697.69,NewShop_35,self_upi,0
T0001148,C0032,mid_weekend,2026-01-23 15:47:00.000000000,3868.25,Zomato,family_upi,0
T0003473,C0101,mid_weekend,2026-01-23 16:07:00.000000000,2653.59,BookMyShow,family_upi,0
T0000063,C0002,mid_weekend,2026-01-23 16:13:00.000000000,2871.5,Zomato,self_upi,0
T0003559,C0104,mid_weekend,2026-01-23 16:18:00.000000000,2932.26,NewShop_25,self_upi,0
T0000725,C0020,mid_weekend,2026-01-23 16:28:00.000000000,6858.37,BookMyShow,family_upi,0
T0005910,C0170,mid_weekend,2026-01-23 16:36:00.000000000,2568.04,Zomato,self_upi,0
T0000264,C0008,mid_weekend,2026-01-23 16:58:00.000000000,2552.72,BookMyShow,self_upi,0
T0003036,C0089,mid_weekend,2026-01-23 16:58:00.000000000,1590.84,NewShop_32,family_upi,0
T0001636,C0047,mid_weekend,2026-01-23 17:06:00.000000000,1942.97,BookMyShow,self_upi,0
T0006381,C0035,mid_weekend,2026-01-23 17:26:00.426567341,4352.64,Zomato,quick_payee_830,1
